"she","en"
"should","en"
"since","en"
"six","en"
"so","en"
"some","en"
"somebody","en"
"somehow","en"
"someone","en"
"something","en"
"sometime","en"
"sometimes","en"
"somewhat","en"
"somewhere","en"
"soon","en"
"sorry","en"
"specified","en"
"specify","en"
"specifying","en"
"still","en"
"sub","en"
"such","en"
"such as","en"
"sup","en"
"sure","en"
"t","en"
"take","en"
"taken","en"
"tell","en"
"tends","en"
"th","en"
"than","en"
"thank","en"
"thanks","en"
"thanx","en"
"that","en"
"thats","en"
"the","en"
"their","en"
"theirs","en"
"them","en"
"themselves","en"
"then","en"
"thence","en"
"there","en"
"thereafter","en"
"thereby","en"
"therefore","en"
"therein","en"
"theres","en"
"thereupon","en"
"these","en"
"they","en"
"think","en"
"third","en"
"this","en"
"thorough","en"
"thoroughly","en"
"those","en"
"though","en"
"three","en"
"through","en"
"throughout","en"
"thru","en"
"thus","en"
"to","en"
"together","en"
"too","en"
"took","en"
"toward","en"
"towards","en"
"tried","en"
"tries","en"
"truly","en"
"try","en"
"trying","en"
"twice","en"
"two","en"
"u","en"
"un","en"
"under","en"
"unfortunately","en"
"unless","en"
"unlikely","en"
"until","en"
"unto","en"
"up","en"
"upon","en"
"us","en"
"use","en"
"used","en"
"useful","en"
"uses","en"
"using","en"
"usually","en"
"uucp","en"
"v","en"
"value","en"
"various","en"
"very","en"
"via","en"
"viz","en"
"vs","en"
"w","en"
"want","en"
"wants","en"
"was","en"
"way","en"
"we","en"
"welcome","en"
"well","en"
"went","en"
"were","en"
"what","en"
"whatever","en"
"when","en"
"whence","en"
"whenever","en"
"where","en"
"whereafter","en"
"whereas","en"
"whereby","en"
"wherein","en"
"whereupon","en"
"wherever","en"
"whether","en"
"which","en"
"while","en"
"whither","en"
"who","en"
"whoever","en"
"whole","en"
"whom","en"
"whose","en"
"why","en"
"will","en"
"willing","en"
"wish","en"
"with","en"
"within","en"
"without","en"
"wonder","en"
"would","en"
"x","en"
"y","en"
"yes","en"
"yet","en"
"you","en"
"your","en"
"yours","en"
"yourself","en"
"yourselves","en"
"z","en"
"zero","en"
